loan_amount,annual_income,home_ownership,purpose,credit_score,monthly_debt,employment_length_years,loan_term_months,number_of_open_accounts,delinquencies_2y,inquiries_6m,default
20000,120000.0,MORTGAGE,debt_consolidation,751,782.0,5.0,36.0,13,0,0,0
7200,38000.0,RENT,other,671,1052.6000000000001,1.0,36.0,9,1,0,0
12000,60000.0,RENT,debt_consolidation,707,1260.0,0.5,36.0,8,0,0,0
36000,400000.0,MORTGAGE,debt_consolidation,791,4563.333333333333,10.0,60.0,17,0,2,0
14275,34000.0,RENT,other,746,130.04999999999998,6.0,36.0,7,0,0,0
18000,76000.0,RENT,other,781,1989.9333333333334,1.0,36.0,19,0,0,0
1200,33280.0,RENT,debt_consolidation,689,275.11466666666666,5.0,36.0,3,0,0,0
13250,63000.0,MORTGAGE,debt_consolidation,694,1377.0749999999998,10.0,36.0,15,1,0,1
7975,40512.0,MORTGAGE,debt_consolidation,693,887.2128000000001,10.0,36.0,8,1,0,0
5000,35000.0,RENT,debt_consolidation,688,382.0833333333333,4.0,36.0,5,0,0,1
9000,59000.0,MORTGAGE,debt_consolidation,691,1167.2166666666667,2.0,36.0,9,0,4,0
3100,51000.0,MORTGAGE,other,685,243.1,1.0,36.0,12,1,2,0
7825,51500.0,MORTGAGE,debt_consolidation,735,676.3666666666667,10.0,36.0,9,0,0,0
15000,47000.0,RENT,other,684,755.1333333333333,2.0,36.0,7,0,1,0
35000,450000.0,MORTGAGE,home_improvement,773,1443.75,10.0,36.0,19,0,0,0
14400,59800.0,RENT,debt_consolidation,694,1190.0199999999998,2.0,60.0,22,0,0,0
12000,82600.0,MORTGAGE,debt_consolidation,723,947.8349999999999,0.0,36.0,11,0,0,1
26400,350000.0,MORTGAGE,other,802,1446.6666666666667,7.0,60.0,15,0,0,0
27975,180000.0,MORTGAGE,debt_consolidation,787,4201.5,0.5,60.0,10,0,0,0
13000,75000.0,MORTGAGE,home_improvement,724,50.0,10.0,36.0,7,0,0,0
20000,100000.0,MORTGAGE,debt_consolidation,747,2673.3333333333335,2.0,60.0,18,0,2,0
2800,50700.0,RENT,medical,707,1175.8174999999999,10.0,36.0,12,0,1,0
10000,50000.0,MORTGAGE,home_improvement,676,432.0833333333333,10.0,36.0,8,0,0,0
30000,106000.0,MORTGAGE,debt_consolidation,758,1789.6333333333334,4.0,60.0,21,0,1,0
30000,90000.0,MORTGAGE,debt_consolidation,798,1406.25,10.0,36.0,10,0,0,0
7000,55000.0,RENT,debt_consolidation,677,328.16666666666663,3.0,36.0,6,0,3,0
15000,58000.0,RENT,debt_consolidation,721,1097.1666666666665,6.0,60.0,6,0,0,0
14450,57000.0,MORTGAGE,debt_consolidation,715,680.1999999999999,2.0,60.0,11,0,2,0
35000,105000.0,RENT,other,753,1702.75,3.0,60.0,16,0,2,1
20000,61500.0,OWN,debt_consolidation,700,861.0,5.0,36.0,11,0,1,0
18000,52000.0,RENT,debt_consolidation,747,1116.2666666666667,0.5,60.0,10,0,0,0
5000,35000.0,MORTGAGE,debt_consolidation,657,109.95833333333331,2.0,36.0,6,1,1,1
5200,54144.0,RENT,other,649,489.1008,6.0,60.0,4,0,2,0
7125,55724.0,RENT,debt_consolidation,587,840.0393,0.0,36.0,8,5,1,0
7000,42000.0,OWN,other,699,814.1000000000001,3.0,36.0,4,1,0,0
17350,43680.0,MORTGAGE,debt_consolidation,737,934.024,10.0,60.0,6,0,0,1
20000,60000.0,OWN,other,744,1455.0000000000002,9.0,60.0,17,0,1,0
4900,30000.0,RENT,other,658,137.0,4.0,36.0,7,0,1,0
20000,69474.0,MORTGAGE,debt_consolidation,724,308.58035,10.0,60.0,5,0,0,0
15000,120000.0,MORTGAGE,other,762,1508.0,10.0,36.0,10,0,1,0
12000,60000.0,MORTGAGE,other,716,327.0,10.0,60.0,14,0,1,0
6000,47500.0,RENT,moving,676,981.2708333333333,10.0,36.0,19,0,4,1
15000,90000.0,MORTGAGE,debt_consolidation,764,1713.0,8.0,60.0,9,0,0,0
28800,123000.0,RENT,debt_consolidation,710,1332.5,1.0,60.0,14,1,0,0
15000,63531.0,MORTGAGE,other,670,697.78215,10.0,60.0,6,0,2,0
14400,70000.0,MORTGAGE,debt_consolidation,718,1090.8333333333333,2.0,36.0,7,0,2,0
19200,68000.0,RENT,debt_consolidation,707,836.4000000000001,10.0,60.0,8,0,1,0
2400,80000.0,RENT,home_improvement,656,958.0,1.0,36.0,12,2,0,0
35000,225000.0,OWN,debt_consolidation,732,1520.6249999999998,0.5,36.0,12,1,2,0
13000,39000.0,MORTGAGE,debt_consolidation,667,1246.05,8.0,36.0,13,2,0,0
15000,56500.0,MORTGAGE,other,712,1006.6416666666665,9.0,36.0,10,0,1,0
5000,32640.0,OWN,home_improvement,716,651.984,3.0,36.0,10,0,1,0
7975,19978.0,RENT,debt_consolidation,692,559.2175166666667,0.0,36.0,6,0,0,1
20000,62500.0,RENT,debt_consolidation,701,843.2291666666667,10.0,36.0,8,0,0,0
6675,44000.0,MORTGAGE,debt_consolidation,688,1166.3666666666666,6.0,36.0,8,0,0,0
21000,80000.0,OWN,other,727,60.00000000000001,4.0,60.0,8,0,1,0
20000,105726.0,MORTGAGE,debt_consolidation,742,1855.4913,10.0,36.0,20,0,0,0
20000,75000.0,RENT,debt_consolidation,781,1008.125,0.5,36.0,15,0,1,0
12000,120000.0,MORTGAGE,other,756,1104.0,2.0,60.0,11,0,0,0
9000,30000.0,RENT,debt_consolidation,688,501.0,0.5,36.0,17,0,1,0
10500,89500.0,MORTGAGE,debt_consolidation,755,749.5625,10.0,36.0,11,0,1,0
40000,130000.0,MORTGAGE,home_improvement,765,2501.416666666667,10.0,60.0,16,0,0,0
8000,67000.0,RENT,other,718,571.7333333333333,5.0,36.0,6,0,0,0
7000,63000.0,RENT,debt_consolidation,644,800.1,9.0,36.0,4,1,3,0
30000,120000.0,RENT,other,723,1164.0,10.0,36.0,13,0,1,0
13625,31000.0,RENT,other,727,143.89166666666668,2.0,36.0,7,0,0,0
6400,55000.0,RENT,vacation,668,1559.2500000000002,9.0,36.0,19,1,0,0
2000,26726.0,RENT,other,692,487.08135,7.0,36.0,8,0,0,1
10000,85000.0,RENT,other,694,2088.875,10.0,60.0,21,1,1,0
16000,80000.0,RENT,debt_consolidation,683,434.66666666666663,6.0,36.0,10,2,0,0
12000,44000.0,OWN,debt_consolidation,726,565.0333333333334,10.0,36.0,14,0,0,0
8950,25000.0,RENT,debt_consolidation,672,623.125,1.0,36.0,5,0,1,1
22000,40000.0,MORTGAGE,other,716,1052.0,3.0,60.0,11,0,0,0
8400,40000.0,RENT,home_improvement,708,970.0000000000001,2.0,36.0,8,0,0,0
8000,100000.0,RENT,other,709,1249.1666666666667,9.0,36.0,7,0,2,0
20000,93600.0,RENT,other,730,2176.2,4.0,36.0,25,0,0,0
15000,140000.0,RENT,debt_consolidation,776,3033.3333333333335,2.0,60.0,13,0,0,0
15000,35000.0,OWN,major_purchase,689,771.1666666666667,1.0,60.0,7,0,0,1
13000,50000.0,RENT,other,663,744.1666666666666,0.0,36.0,6,1,0,0
15000,52000.0,RENT,debt_consolidation,725,1084.1999999999998,5.0,36.0,12,0,1,0
16000,71000.0,MORTGAGE,debt_consolidation,716,1654.3000000000002,10.0,60.0,11,0,0,0
8800,75000.0,MORTGAGE,major_purchase,667,146.875,10.0,36.0,4,0,3,0
18000,140000.0,RENT,debt_consolidation,776,1675.3333333333333,10.0,60.0,11,0,0,0
6000,90000.0,MORTGAGE,home_improvement,775,1236.0,10.0,36.0,13,0,0,0
6400,38000.0,MORTGAGE,debt_consolidation,689,216.91666666666663,10.0,36.0,7,0,0,0
3500,20000.0,OWN,other,659,337.1666666666667,3.0,36.0,5,0,0,0
12000,70000.0,MORTGAGE,home_improvement,623,1202.25,6.0,36.0,10,4,0,0
2000,42000.0,MORTGAGE,major_purchase,643,120.05000000000001,10.0,36.0,4,1,0,0
13275,100000.0,RENT,other,683,2270.8333333333335,10.0,36.0,7,1,0,0
16000,142000.0,RENT,home_improvement,739,1806.95,3.0,60.0,7,0,4,0
2500,26000.0,RENT,other,655,334.09999999999997,0.5,36.0,15,1,1,0
8000,45000.0,RENT,debt_consolidation,711,415.125,1.0,36.0,7,0,1,0
20000,245000.0,MORTGAGE,other,744,1800.7500000000002,10.0,36.0,22,1,2,0
14000,80000.0,RENT,debt_consolidation,706,592.0,10.0,36.0,11,1,0,0
9600,55000.0,RENT,other,401,981.2916666666666,5.0,36.0,16,11,0,0
13500,38634.0,RENT,other,669,414.99355,10.0,36.0,8,0,1,0
15000,60000.0,RENT,debt_consolidation,696,699.0,7.0,36.0,12,0,1,1
4000,50000.0,RENT,other,672,167.91666666666669,2.0,36.0,7,0,1,0
35000,80000.0,RENT,debt_consolidation,695,1124.0,10.0,60.0,9,2,0,0
16000,100000.0,MORTGAGE,debt_consolidation,709,1328.3333333333333,7.0,36.0,18,0,2,1
12000,49000.0,MORTGAGE,debt_consolidation,684,1033.0833333333335,8.0,60.0,11,0,2,0
28800,95000.0,MORTGAGE,debt_consolidation,702,3076.416666666667,2.0,36.0,18,1,0,1
9000,42000.0,RENT,medical,740,262.85,1.0,36.0,7,0,0,0
6500,78000.0,MORTGAGE,medical,744,1056.9,9.0,36.0,12,0,0,0
20000,17952.0,RENT,other,661,430.9976,0.0,60.0,3,0,0,0
35000,459375.0,RENT,debt_consolidation,783,3391.71875,10.0,36.0,9,0,0,0
1000,25000.0,RENT,debt_consolidation,657,419.375,0.5,36.0,8,0,1,0
18400,40000.0,RENT,debt_consolidation,726,735.0,10.0,36.0,21,0,0,0
10000,180000.0,MORTGAGE,other,788,2968.5,4.0,60.0,16,0,1,0
10000,24000.0,RENT,debt_consolidation,663,444.0,4.0,36.0,8,1,0,0
6000,78000.0,MORTGAGE,vacation,707,1015.3000000000001,2.0,36.0,6,0,0,0
18000,60000.0,RENT,debt_consolidation,710,751.0,1.0,36.0,12,0,0,0
20000,385000.0,OWN,debt_consolidation,774,2088.6249999999995,10.0,36.0,5,0,1,0
12000,57700.0,MORTGAGE,debt_consolidation,706,1651.1816666666668,10.0,60.0,18,0,1,1
12000,71500.0,RENT,major_purchase,725,1241.1208333333332,1.0,36.0,12,0,0,0
9800,65000.0,MORTGAGE,other,718,1212.25,0.0,36.0,6,0,1,1
5000,50000.0,RENT,other,687,456.25,0.5,36.0,5,0,0,0
16000,72000.0,MORTGAGE,other,725,1638.6000000000001,10.0,60.0,17,0,1,1
4000,27000.0,RENT,major_purchase,689,704.025,1.0,36.0,18,0,3,0
10000,65000.0,MORTGAGE,home_improvement,711,830.9166666666667,2.0,60.0,13,0,1,0
6000,53000.0,MORTGAGE,debt_consolidation,742,275.15833333333336,3.0,36.0,10,0,1,0
14300,90000.0,MORTGAGE,home_improvement,716,1178.2500000000002,2.0,60.0,8,0,1,0
14000,36000.0,RENT,debt_consolidation,711,888.0000000000001,5.0,36.0,4,0,1,1
35000,70000.0,MORTGAGE,debt_consolidation,702,1512.0000000000002,10.0,36.0,14,1,1,1
23350,65000.0,RENT,debt_consolidation,676,976.0833333333334,4.0,36.0,10,1,0,1
6000,33000.0,RENT,debt_consolidation,704,601.975,10.0,36.0,8,0,0,0
25000,210000.0,MORTGAGE,debt_consolidation,740,1147.9999999999998,3.0,60.0,7,2,0,0
30100,87000.0,MORTGAGE,debt_consolidation,745,2686.125,10.0,36.0,15,0,0,0
5275,60000.0,RENT,debt_consolidation,716,584.0,8.0,36.0,5,0,1,0
4000,102000.0,MORTGAGE,debt_consolidation,710,511.7,10.0,36.0,13,0,3,0
27000,136000.0,MORTGAGE,debt_consolidation,793,1400.8,10.0,36.0,10,0,0,0
7500,61500.0,MORTGAGE,debt_consolidation,743,1152.6125,7.0,36.0,15,0,1,0
32000,103000.0,MORTGAGE,other,726,1366.466666666667,6.0,60.0,13,0,0,0
14000,40000.0,RENT,debt_consolidation,713,811.0,10.0,36.0,19,0,0,0
20000,120000.0,MORTGAGE,other,733,1073.0,10.0,36.0,13,0,0,0
12000,75000.0,RENT,debt_consolidation,720,1535.0,10.0,36.0,15,0,0,0
15000,126000.0,MORTGAGE,home_improvement,768,2724.75,9.0,60.0,25,0,0,0
30000,455593.0,MORTGAGE,debt_consolidation,763,3508.0661,10.0,36.0,8,0,3,0
37000,24402.0,RENT,other,712,957.98185,1.0,36.0,10,0,0,0
8000,200000.0,MORTGAGE,vacation,793,3066.666666666667,10.0,36.0,10,0,0,0
12000,40000.0,MORTGAGE,major_purchase,683,770.3333333333334,3.0,60.0,10,0,2,0
10000,50000.0,RENT,debt_consolidation,657,709.1666666666666,10.0,36.0,7,0,1,0
9925,45000.0,RENT,debt_consolidation,718,962.9999999999999,2.0,36.0,13,0,3,1
10000,115000.0,MORTGAGE,debt_consolidation,672,929.5833333333333,10.0,36.0,7,2,1,0
27000,100000.0,OWN,debt_consolidation,717,229.16666666666669,10.0,36.0,17,0,1,0
2550,23000.0,MORTGAGE,debt_consolidation,737,658.9500000000002,0.5,36.0,14,0,0,0
25000,110000.0,MORTGAGE,debt_consolidation,765,802.9999999999999,0.0,36.0,16,0,0,0
20000,84000.0,RENT,debt_consolidation,717,1451.1000000000001,2.0,36.0,7,0,0,1
8000,38500.0,RENT,debt_consolidation,721,479.00416666666666,0.5,36.0,14,0,0,0
30000,161000.0,MORTGAGE,moving,688,418.6,0.0,60.0,5,1,0,0
7000,40000.0,OWN,debt_consolidation,745,705.0,6.0,36.0,15,0,0,0
14275,65000.0,RENT,debt_consolidation,677,1537.25,7.0,60.0,5,0,1,0
20000,150000.0,MORTGAGE,debt_consolidation,773,1421.25,10.0,60.0,30,1,0,0
16000,38000.0,RENT,debt_consolidation,720,567.15,7.0,60.0,5,0,0,0
8000,37000.0,RENT,debt_consolidation,700,555.9250000000001,2.0,36.0,28,0,1,0
1000,35000.0,RENT,other,675,902.125,8.0,36.0,6,0,0,0
14000,54000.0,OWN,debt_consolidation,733,1013.85,4.0,36.0,19,0,1,0
32000,170000.0,MORTGAGE,major_purchase,719,2017.3333333333333,10.0,60.0,20,0,5,0
10500,56000.0,MORTGAGE,other,682,1357.0666666666668,10.0,36.0,12,1,2,1
10625,51000.0,MORTGAGE,debt_consolidation,682,1382.9499999999998,3.0,36.0,9,0,2,0
18000,63000.0,MORTGAGE,debt_consolidation,748,1152.9,0.0,36.0,15,0,0,0
19300,100000.0,MORTGAGE,other,746,1875.0000000000002,2.0,60.0,14,0,0,0
35000,360000.0,MORTGAGE,home_improvement,792,4323.0,10.0,60.0,13,0,0,0
4400,43680.0,MORTGAGE,home_improvement,707,904.176,4.0,36.0,8,0,2,0
5000,42000.0,MORTGAGE,other,681,759.15,7.0,36.0,9,0,0,0
30000,115000.0,RENT,other,732,1612.8749999999998,2.0,60.0,6,0,0,0
15000,125000.0,MORTGAGE,debt_consolidation,720,663.5416666666667,10.0,36.0,11,2,0,0
21600,110000.0,RENT,debt_consolidation,756,2329.25,7.0,36.0,33,0,2,0
15000,70000.0,OWN,major_purchase,750,1223.25,0.0,36.0,7,0,0,0
12950,42000.0,OWN,debt_consolidation,688,633.8499999999999,7.0,36.0,6,0,0,0
21000,72000.0,RENT,other,674,574.8,7.0,36.0,3,0,0,0
5000,28000.0,RENT,debt_consolidation,663,203.0,1.0,36.0,5,0,1,0
4000,115000.0,RENT,major_purchase,714,128.41666666666669,2.0,36.0,8,0,1,0
2700,60200.0,RENT,other,748,1267.21,0.5,36.0,13,0,1,0
29400,75000.0,OWN,debt_consolidation,696,956.8750000000001,1.0,36.0,7,0,0,0
6000,35500.0,OWN,debt_consolidation,624,961.1625000000001,5.0,36.0,8,3,0,1
24000,30000.0,MORTGAGE,home_improvement,702,926.9999999999999,0.5,36.0,12,0,2,0
15000,141000.0,MORTGAGE,other,772,3346.4,10.0,36.0,29,0,2,1
27075,148000.0,RENT,other,754,2689.9,3.0,36.0,16,0,0,0
10000,65000.0,RENT,debt_consolidation,733,1549.166666666667,6.0,60.0,23,0,0,1
16000,106000.0,MORTGAGE,debt_consolidation,754,1554.666666666667,10.0,36.0,20,0,0,0
18000,75000.0,MORTGAGE,debt_consolidation,705,453.75,2.0,60.0,8,1,0,0
8000,80000.0,MORTGAGE,home_improvement,690,158.66666666666666,2.0,36.0,7,0,2,0
12000,59054.0,MORTGAGE,debt_consolidation,643,786.8945500000001,10.0,36.0,7,2,0,0
12000,87315.0,MORTGAGE,major_purchase,752,2336.403875,10.0,36.0,9,0,0,0
3000,80200.0,MORTGAGE,other,692,1565.905,10.0,36.0,8,0,1,1
16000,97000.0,MORTGAGE,home_improvement,715,974.8499999999999,2.0,36.0,6,0,1,0
20800,58000.0,RENT,debt_consolidation,735,1226.2166666666667,1.0,60.0,16,0,0,0
20000,62000.0,MORTGAGE,debt_consolidation,698,1245.1666666666667,10.0,60.0,15,0,0,1
6000,60000.0,MORTGAGE,debt_consolidation,723,1038.0,10.0,36.0,16,1,1,0
14200,43000.0,RENT,debt_consolidation,739,784.0333333333333,5.0,36.0,10,0,0,0
5000,40000.0,RENT,debt_consolidation,653,354.0,4.0,36.0,8,1,1,0
26100,61000.0,MORTGAGE,debt_consolidation,710,1297.2666666666664,2.0,36.0,14,0,0,0
15000,94900.0,RENT,debt_consolidation,688,778.18,10.0,36.0,9,0,2,0
7000,42000.0,MORTGAGE,debt_consolidation,690,604.1,2.0,36.0,6,0,0,0
12000,70000.0,MORTGAGE,other,709,889.0,6.0,36.0,6,0,1,0
12000,115000.0,MORTGAGE,other,770,709.1666666666669,1.0,36.0,11,0,0,1
14000,59000.0,RENT,debt_consolidation,732,1346.1833333333334,1.0,36.0,15,0,0,0
7000,63420.0,RENT,debt_consolidation,735,835.03,0.0,36.0,7,0,0,0
6000,57000.0,MORTGAGE,debt_consolidation,677,240.82500000000002,10.0,36.0,6,0,0,0
9200,53000.0,RENT,debt_consolidation,712,685.025,7.0,36.0,9,0,0,0
18000,65000.0,MORTGAGE,debt_consolidation,686,626.1666666666667,9.0,60.0,6,0,1,1
31825,71000.0,MORTGAGE,debt_consolidation,725,1178.0083333333334,10.0,36.0,7,0,0,1
5000,65000.0,MORTGAGE,home_improvement,675,3259.2083333333335,10.0,36.0,23,0,3,0
7000,35000.0,RENT,other,702,578.0833333333334,10.0,36.0,7,0,0,0
7200,23000.0,RENT,debt_consolidation,670,647.2583333333334,0.0,36.0,5,0,0,1
15000,40000.0,RENT,debt_consolidation,681,420.0,0.0,36.0,4,0,0,1
3000,18912.0,MORTGAGE,other,698,458.93120000000005,0.0,36.0,7,0,0,0
26150,57400.0,OWN,other,711,1233.1433333333334,0.5,36.0,15,0,0,0
7700,21420.0,MORTGAGE,home_improvement,659,458.9235,0.0,36.0,5,0,0,0
18500,75000.0,MORTGAGE,other,713,1141.25,3.0,60.0,13,0,0,0
6000,65000.0,MORTGAGE,other,727,1307.0416666666667,2.0,36.0,20,0,0,0
4250,52000.0,MORTGAGE,other,683,632.2333333333333,10.0,36.0,8,1,1,0
7200,60000.0,MORTGAGE,debt_consolidation,687,865.0000000000001,10.0,36.0,5,1,0,0
35000,123000.0,RENT,debt_consolidation,706,2909.975,5.0,36.0,14,2,1,0
7875,40000.0,RENT,debt_consolidation,677,699.0,10.0,36.0,4,0,0,0
16000,128700.0,MORTGAGE,other,769,1326.6825,2.0,60.0,13,0,0,0
8000,32000.0,RENT,other,659,780.8,5.0,36.0,6,0,0,0
35000,145000.0,MORTGAGE,debt_consolidation,776,1787.1250000000002,2.0,60.0,12,0,1,0
11050,38000.0,RENT,debt_consolidation,631,709.0166666666667,6.0,60.0,10,2,1,1
10025,92500.0,MORTGAGE,debt_consolidation,661,1648.8125,8.0,60.0,5,1,2,0
20000,80000.0,RENT,debt_consolidation,692,1544.6666666666667,10.0,36.0,11,0,0,0
10000,81264.15,MORTGAGE,debt_consolidation,751,377.20109625,10.0,36.0,8,0,0,0
30000,107000.0,RENT,other,696,2394.125,10.0,60.0,27,0,1,1
26000,110000.0,MORTGAGE,other,733,559.1666666666666,3.0,36.0,4,0,0,0
8225,46800.0,MORTGAGE,debt_consolidation,661,620.88,10.0,36.0,5,1,0,1
15000,85000.0,RENT,debt_consolidation,763,1381.9583333333335,10.0,36.0,15,0,0,0
10000,55000.0,MORTGAGE,debt_consolidation,753,848.8333333333333,4.0,60.0,9,0,0,1
1200,25000.0,RENT,other,670,415.00000000000006,5.0,36.0,6,0,0,0
12600,66000.0,MORTGAGE,other,707,690.25,10.0,60.0,15,1,2,0
10000,35000.0,RENT,debt_consolidation,726,486.20833333333337,6.0,36.0,9,0,1,0
18000,75000.0,MORTGAGE,other,715,1731.2499999999998,10.0,60.0,18,0,1,1
20000,60336.64,MORTGAGE,debt_consolidation,747,1129.803584,10.0,36.0,10,0,1,0
24000,92000.0,RENT,debt_consolidation,740,1500.3666666666668,10.0,60.0,15,0,0,0
22850,65000.0,RENT,debt_consolidation,734,913.25,5.0,60.0,11,0,0,0
15000,83000.0,OWN,debt_consolidation,725,1058.25,10.0,36.0,22,0,0,1
12000,46000.0,RENT,debt_consolidation,740,476.8666666666667,10.0,36.0,6,0,0,0
10000,78000.0,RENT,other,730,417.29999999999995,5.0,36.0,4,0,0,0
15000,72000.0,RENT,debt_consolidation,758,985.2,10.0,36.0,21,0,0,0
10000,105000.0,MORTGAGE,home_improvement,763,1653.7499999999998,8.0,36.0,12,0,0,0
10000,300000.0,MORTGAGE,other,787,2802.5,10.0,36.0,13,0,2,0
28000,115000.0,MORTGAGE,other,728,958.3333333333335,10.0,60.0,9,1,1,0
5000,90000.0,MORTGAGE,debt_consolidation,684,1371.7499999999998,10.0,36.0,11,2,0,0
12175,37000.0,RENT,other,731,424.575,3.0,60.0,8,0,0,0
28200,88000.0,RENT,other,692,2268.9333333333334,9.0,60.0,14,1,2,0
5000,125481.0,RENT,moving,746,1822.611525,10.0,36.0,17,0,1,0
6800,60000.0,MORTGAGE,debt_consolidation,743,1301.9999999999998,10.0,36.0,14,0,1,0
31050,120000.0,MORTGAGE,debt_consolidation,708,1619.0000000000002,9.0,60.0,28,1,0,0
5000,36600.0,MORTGAGE,medical,706,563.0300000000001,0.0,36.0,10,0,0,0
30000,110051.0,MORTGAGE,debt_consolidation,721,2992.4701083333334,4.0,36.0,10,0,0,0
17550,42200.0,OWN,home_improvement,679,736.0383333333333,5.0,60.0,11,0,0,0
12000,42000.0,RENT,other,703,1130.85,0.0,36.0,8,0,0,0
12000,45000.0,RENT,other,737,699.0,3.0,36.0,11,0,0,0
28000,100000.0,MORTGAGE,debt_consolidation,714,1531.6666666666667,10.0,60.0,12,0,1,0
16500,53500.0,RENT,debt_consolidation,717,1448.9583333333333,9.0,60.0,23,0,0,0
15000,60000.0,MORTGAGE,other,727,1926.9999999999998,10.0,36.0,12,0,0,0
18000,65000.0,RENT,other,740,789.7500000000001,5.0,36.0,14,0,2,0
10000,77800.0,OWN,other,701,1626.0199999999998,10.0,36.0,20,0,2,0
21000,95000.0,RENT,debt_consolidation,692,1146.3333333333335,10.0,36.0,27,1,0,0
15000,86000.0,MORTGAGE,other,758,1067.1166666666668,3.0,36.0,8,0,0,0
30000,88000.0,MORTGAGE,debt_consolidation,641,1476.1999999999998,3.0,36.0,18,2,1,0
16000,60000.0,RENT,debt_consolidation,731,1463.0000000000002,3.0,36.0,14,0,0,1
10800,110000.0,MORTGAGE,debt_consolidation,708,1235.6666666666665,1.0,36.0,10,0,3,0
35000,130000.0,MORTGAGE,debt_consolidation,738,1353.0833333333335,2.0,60.0,12,0,0,0
20000,90000.0,RENT,debt_consolidation,751,1047.0,4.0,36.0,8,0,0,0
20000,68000.0,RENT,debt_consolidation,736,1929.5,9.0,36.0,21,0,0,0
30000,70000.0,RENT,debt_consolidation,703,435.75,0.5,60.0,13,0,3,0
2500,44460.0,RENT,other,720,1071.8565,2.0,36.0,20,0,3,0
9000,52000.0,MORTGAGE,debt_consolidation,741,832.8666666666666,7.0,36.0,11,0,0,1
20000,72000.0,OWN,other,674,1407.0,2.0,36.0,6,0,1,0
3500,40000.0,RENT,debt_consolidation,729,911.0,2.0,36.0,14,0,1,0
8000,110000.0,MORTGAGE,home_improvement,756,953.3333333333334,6.0,36.0,11,0,0,0
36000,150000.0,OWN,debt_consolidation,693,2128.75,10.0,60.0,8,2,1,0
3000,60000.0,MORTGAGE,other,715,913.0000000000001,10.0,36.0,17,0,0,0
4000,23578.0,MORTGAGE,other,726,754.2995166666667,5.0,36.0,6,0,0,0
40000,17000.0,MORTGAGE,debt_consolidation,719,996.4833333333335,0.0,60.0,13,0,0,0
12000,70000.0,MORTGAGE,home_improvement,660,387.9166666666667,9.0,36.0,8,2,0,0
9000,85000.0,OWN,debt_consolidation,776,1644.7499999999998,10.0,36.0,25,0,0,0
11500,60000.0,MORTGAGE,debt_consolidation,694,737.0,3.0,36.0,13,0,1,0
12000,67000.0,MORTGAGE,debt_consolidation,712,779.9916666666667,10.0,60.0,8,0,1,0
11825,115000.0,MORTGAGE,debt_consolidation,745,1131.7916666666667,10.0,60.0,17,0,0,0
16000,49928.0,MORTGAGE,debt_consolidation,686,936.9821333333333,10.0,36.0,26,0,0,0
4000,24000.0,RENT,other,692,120.0,2.0,36.0,8,0,0,0
8000,82000.0,RENT,other,695,541.1999999999999,10.0,36.0,8,1,1,0
20000,72000.0,MORTGAGE,debt_consolidation,694,910.8,1.0,36.0,23,1,1,0
23400,78000.0,MORTGAGE,debt_consolidation,703,1474.8500000000001,10.0,60.0,11,0,0,0
40000,95000.0,RENT,debt_consolidation,758,1721.875,10.0,36.0,9,0,0,0
10000,80000.0,MORTGAGE,other,630,484.0,0.0,36.0,10,3,0,0
12000,36000.0,RENT,debt_consolidation,754,430.2,0.5,60.0,10,0,0,0
8000,50000.0,MORTGAGE,debt_consolidation,722,1367.0833333333335,4.0,36.0,11,0,0,0
7200,38000.0,RENT,other,705,563.9833333333332,3.0,36.0,8,0,0,0
6000,40000.0,MORTGAGE,debt_consolidation,711,751.0,10.0,36.0,26,1,0,0
10000,101000.0,RENT,home_improvement,517,2004.85,1.0,36.0,13,7,1,1
15000,48000.0,MORTGAGE,other,728,1078.0,8.0,60.0,12,0,2,1
21600,95000.0,RENT,debt_consolidation,761,1425.7916666666667,5.0,60.0,18,0,1,1
22000,51636.0,MORTGAGE,debt_consolidation,679,369.1974,10.0,60.0,15,1,0,0
5000,50000.0,RENT,debt_consolidation,729,471.25000000000006,10.0,36.0,9,0,0,0
11225,38000.0,RENT,debt_consolidation,662,290.06666666666666,0.0,60.0,6,0,0,1
21825,52000.0,RENT,other,689,986.2666666666667,10.0,36.0,6,0,0,1
5000,24000.0,RENT,debt_consolidation,665,346.00000000000006,6.0,36.0,9,0,2,0
10000,120000.0,MORTGAGE,debt_consolidation,746,1593.9999999999998,5.0,36.0,13,0,0,0
17625,41000.0,MORTGAGE,debt_consolidation,751,835.0333333333333,2.0,60.0,14,0,0,0
40000,50000.0,MORTGAGE,debt_consolidation,716,751.2500000000001,0.0,36.0,11,0,0,0
13000,40000.0,RENT,debt_consolidation,698,667.0000000000001,0.0,36.0,7,0,0,0
10000,42000.0,MORTGAGE,other,709,1020.95,1.0,36.0,15,0,0,0
35000,350000.0,MORTGAGE,debt_consolidation,765,5521.25,0.5,60.0,14,0,1,0
24000,140000.0,RENT,debt_consolidation,713,129.5,2.0,36.0,5,1,0,0
15000,52000.0,MORTGAGE,debt_consolidation,720,1147.0333333333333,7.0,36.0,12,0,0,0
21600,88000.0,RENT,debt_consolidation,681,913.0,10.0,60.0,11,2,1,0
18375,55000.0,MORTGAGE,debt_consolidation,751,1393.3333333333333,10.0,60.0,8,0,1,1
10000,33550.0,RENT,debt_consolidation,739,686.0975,10.0,36.0,14,0,0,0
18000,49500.0,RENT,debt_consolidation,676,530.0625,6.0,36.0,10,1,2,1
